2017-02-20 02:03:58;7783407;access;Wk.5.4.1
2017-02-20 09:50:43;7783426;access;Wk.5.4.1
2017-02-20 10:35:53;7783426;check;Wk.5.4.1
2017-02-20 10:36:05;7783426;submit-real;Wk.5.4.1
2017-02-20 11:41:38;3347401;access;Wk.5.4.1
2017-02-20 11:48:43;7783475;access;Wk.5.4.1
2017-02-20 11:55:16;3346125;access;Wk.5.4.1
2017-02-20 13:24:31;3347723;access;Wk.5.4.1
2017-02-20 16:01:45;7783628;access;Wk.5.4.1
2017-02-20 16:09:34;3347773;access;Wk.5.4.1
2017-02-20 16:23:46;7783628;check;Wk.5.4.1
2017-02-20 16:24:02;7783628;check;Wk.5.4.1
2017-02-20 16:24:20;7783628;check;Wk.5.4.1
2017-02-20 16:25:18;7783628;check;Wk.5.4.1
2017-02-20 16:25:36;7783628;check;Wk.5.4.1
2017-02-20 16:26:05;7783436;access;Wk.5.4.1
2017-02-20 16:27:00;7783628;check;Wk.5.4.1
2017-02-20 16:27:09;7783628;check;Wk.5.4.1
2017-02-20 16:27:48;7783628;check;Wk.5.4.1
2017-02-20 16:28:35;7783628;check;Wk.5.4.1
2017-02-20 16:31:12;7783628;check;Wk.5.4.1
2017-02-20 16:39:32;7783628;check;Wk.5.4.1
2017-02-20 16:39:37;7783628;submit-real;Wk.5.4.1
2017-02-20 18:10:50;3347251;access;Wk.5.4.1
2017-02-20 22:25:05;7783371;access;Wk.5.4.1
2017-02-20 22:28:17;7783371;access;Wk.5.4.1
2017-02-20 23:06:29;3347704;access;Wk.5.4.1
2017-02-20 23:12:44;3347510;access;Wk.5.4.1
2017-02-20 23:13:04;7783385;access;Wk.5.4.1
2017-02-20 23:18:42;7783385;check;Wk.5.4.1
2017-02-20 23:18:55;7783385;check;Wk.5.4.1
2017-02-20 23:19:03;7783385;submit-real;Wk.5.4.1
2017-02-21 00:04:49;7783562;access;Wk.5.4.1
2017-02-21 00:52:11;3347771;access;Wk.5.4.1
2017-02-21 01:06:20;3347771;access;Wk.5.4.1
2017-02-21 01:51:54;7783652;access;Wk.5.4.1
2017-02-21 01:56:49;3346125;access;Wk.5.4.1
2017-02-21 02:22:54;3346125;access;Wk.5.4.1
2017-02-21 03:29:04;3347773;access;Wk.5.4.1
2017-02-21 09:12:12;7783403;access;Wk.5.4.1
2017-02-21 09:47:15;7783597;access;Wk.5.4.1
2017-02-21 09:58:08;3347687;access;Wk.5.4.1
2017-02-21 10:02:24;7783406;access;Wk.5.4.1
2017-02-21 10:20:39;7783557;access;Wk.5.4.1
2017-02-21 10:22:07;3347685;access;Wk.5.4.1
2017-02-21 10:45:47;7783405;access;Wk.5.4.1
2017-02-21 11:39:09;7783436;access;Wk.5.4.1
2017-02-21 11:59:48;7783436;access;Wk.5.4.1
2017-02-21 12:06:03;3347704;access;Wk.5.4.1
2017-02-21 12:25:28;3347734;access;Wk.5.4.1
2017-02-21 12:26:36;3347704;check;Wk.5.4.1
2017-02-21 12:26:41;3347704;submit-real;Wk.5.4.1
2017-02-21 13:08:18;7783567;access;Wk.5.4.1
2017-02-21 13:16:53;7783628;access;Wk.5.4.1
2017-02-21 13:45:36;3346125;access;Wk.5.4.1
2017-02-21 13:48:21;7783628;access;Wk.5.4.1
2017-02-21 13:49:33;7783628;check;Wk.5.4.1
2017-02-21 13:49:40;7783628;check;Wk.5.4.1
2017-02-21 13:50:07;7783628;check;Wk.5.4.1
2017-02-21 13:50:10;7783628;submit-real;Wk.5.4.1
