2017-02-06 01:40:17;3347749;access;Wk.3.5.1
2017-02-06 01:47:15;3347749;check;Wk.3.5.1
2017-02-06 01:47:21;3347749;submit-real;Wk.3.5.1
2017-02-06 03:22:05;3347685;access;Wk.3.5.1
2017-02-06 03:22:47;3347685;check;Wk.3.5.1
2017-02-06 03:22:52;3347685;submit-real;Wk.3.5.1
2017-02-06 10:28:22;7783676;access;Wk.3.5.1
2017-02-06 10:28:32;7783676;check;Wk.3.5.1
2017-02-06 10:28:37;7783676;submit-real;Wk.3.5.1
2017-02-06 11:04:35;7783378;access;Wk.3.5.1
2017-02-06 11:08:18;7783378;access;Wk.3.5.1
2017-02-06 11:09:35;7783378;check;Wk.3.5.1
2017-02-06 11:09:44;7783378;submit-real;Wk.3.5.1
2017-02-06 11:14:39;7783450;access;Wk.3.5.1
2017-02-06 11:14:58;7783450;check;Wk.3.5.1
2017-02-06 11:15:07;7783450;submit-real;Wk.3.5.1
2017-02-06 11:22:30;3347723;access;Wk.3.5.1
2017-02-06 11:25:05;3347723;check;Wk.3.5.1
2017-02-06 11:25:06;3347671;access;Wk.3.5.1
2017-02-06 11:25:09;3347723;submit-real;Wk.3.5.1
2017-02-06 11:27:41;3347671;check;Wk.3.5.1
2017-02-06 11:27:47;3347671;submit-real;Wk.3.5.1
2017-02-06 11:38:34;7783426;access;Wk.3.5.1
2017-02-06 11:39:28;7783426;check;Wk.3.5.1
2017-02-06 11:39:34;7783426;submit-real;Wk.3.5.1
2017-02-06 11:39:53;7783417;access;Wk.3.5.1
2017-02-06 11:41:53;7783417;check;Wk.3.5.1
2017-02-06 11:41:57;7783417;submit-real;Wk.3.5.1
2017-02-06 11:43:39;3346086;access;Wk.3.5.1
2017-02-06 11:43:52;7783385;access;Wk.3.5.1
2017-02-06 11:44:12;7783385;check;Wk.3.5.1
2017-02-06 11:44:17;7783385;check;Wk.3.5.1
2017-02-06 11:44:21;7783385;submit-real;Wk.3.5.1
2017-02-06 11:45:05;3346086;check;Wk.3.5.1
2017-02-06 11:45:11;3346086;submit-real;Wk.3.5.1
2017-02-06 12:05:33;3347773;access;Wk.3.5.1
2017-02-06 12:05:55;3347773;check;Wk.3.5.1
2017-02-06 12:06:00;3347773;submit-real;Wk.3.5.1
2017-02-06 12:17:32;7783628;access;Wk.3.5.1
2017-02-06 12:18:24;7783628;check;Wk.3.5.1
2017-02-06 12:18:29;7783628;submit-real;Wk.3.5.1
2017-02-06 12:26:15;7783536;access;Wk.3.5.1
2017-02-06 12:33:30;7783536;check;Wk.3.5.1
2017-02-06 12:33:35;7783536;submit-real;Wk.3.5.1
2017-02-06 12:34:05;3347811;access;Wk.3.5.1
2017-02-06 12:34:13;3347811;check;Wk.3.5.1
2017-02-06 12:34:19;3347811;submit-real;Wk.3.5.1
2017-02-06 12:40:29;3347673;access;Wk.3.5.1
2017-02-06 12:40:37;3347673;check;Wk.3.5.1
2017-02-06 12:40:41;3347673;submit-real;Wk.3.5.1
2017-02-06 12:46:42;3347778;access;Wk.3.5.1
2017-02-06 12:48:14;3347778;check;Wk.3.5.1
2017-02-06 12:48:23;3347778;submit-real;Wk.3.5.1
2017-02-06 12:53:49;7783445;access;Wk.3.5.1
2017-02-06 12:55:18;7783445;check;Wk.3.5.1
2017-02-06 12:56:38;7783445;check;Wk.3.5.1
2017-02-06 12:56:45;7783445;submit-real;Wk.3.5.1
2017-02-06 12:59:16;7783547;access;Wk.3.5.1
2017-02-06 13:01:29;7783547;access;Wk.3.5.1
2017-02-06 13:01:38;7783547;check;Wk.3.5.1
2017-02-06 13:01:44;7783547;submit-real;Wk.3.5.1
2017-02-06 13:04:50;3347459;access;Wk.3.5.1
2017-02-06 13:07:57;7783406;access;Wk.3.5.1
2017-02-06 13:08:48;7783406;check;Wk.3.5.1
2017-02-06 13:08:54;7783406;submit-real;Wk.3.5.1
2017-02-06 13:14:00;3347459;check;Wk.3.5.1
2017-02-06 13:14:05;3347459;submit-real;Wk.3.5.1
2017-02-06 13:20:56;3347679;access;Wk.3.5.1
2017-02-06 13:22:13;3347679;access;Wk.3.5.1
2017-02-06 13:24:19;7783435;access;Wk.3.5.1
2017-02-06 13:25:05;3347679;check;Wk.3.5.1
2017-02-06 13:25:15;3347679;submit-real;Wk.3.5.1
2017-02-06 13:27:50;7783397;access;Wk.3.5.1
2017-02-06 13:27:56;3347799;access;Wk.3.5.1
2017-02-06 13:28:01;3347799;check;Wk.3.5.1
2017-02-06 13:28:11;3347799;submit-real;Wk.3.5.1
2017-02-06 13:30:22;7783435;check;Wk.3.5.1
2017-02-06 13:30:39;3347675;access;Wk.3.5.1
2017-02-06 13:30:51;3347675;check;Wk.3.5.1
2017-02-06 13:31:03;3347675;submit-real;Wk.3.5.1
2017-02-06 13:32:40;7783435;check;Wk.3.5.1
2017-02-06 13:32:51;7783435;access;Wk.3.5.1
2017-02-06 13:32:55;7783435;submit-real;Wk.3.5.1
2017-02-06 13:35:21;7783432;access;Wk.3.5.1
2017-02-06 13:35:30;7783620;access;Wk.3.5.1
2017-02-06 13:35:36;7783620;check;Wk.3.5.1
2017-02-06 13:36:02;7783432;check;Wk.3.5.1
2017-02-06 13:36:08;7783432;submit-real;Wk.3.5.1
2017-02-06 13:36:33;7783620;check;Wk.3.5.1
2017-02-06 13:36:39;7783620;submit-real;Wk.3.5.1
2017-02-06 13:46:41;7783397;access;Wk.3.5.1
2017-02-06 13:46:51;7783397;check;Wk.3.5.1
2017-02-06 13:46:57;7783397;submit-real;Wk.3.5.1
2017-02-06 13:54:52;7783678;access;Wk.3.5.1
2017-02-06 13:57:55;3347691;access;Wk.3.5.1
2017-02-06 13:58:00;3347691;check;Wk.3.5.1
2017-02-06 13:58:11;3347691;submit-real;Wk.3.5.1
2017-02-06 14:01:23;7783481;access;Wk.3.5.1
2017-02-06 14:02:22;7783481;check;Wk.3.5.1
2017-02-06 14:02:27;7783481;submit-real;Wk.3.5.1
2017-02-06 14:08:37;7783371;access;Wk.3.5.1
2017-02-06 14:11:26;7783528;access;Wk.3.5.1
2017-02-06 14:11:39;7783528;check;Wk.3.5.1
2017-02-06 14:11:43;7783528;submit-real;Wk.3.5.1
2017-02-06 14:11:54;3347691;access;Wk.3.5.1
2017-02-06 14:27:06;7783422;access;Wk.3.5.1
2017-02-06 14:30:06;7783422;check;Wk.3.5.1
2017-02-06 14:30:24;7783422;check;Wk.3.5.1
2017-02-06 14:31:03;7783422;check;Wk.3.5.1
2017-02-06 14:33:12;7783422;check;Wk.3.5.1
2017-02-06 14:33:21;7783422;check;Wk.3.5.1
2017-02-06 14:34:00;7783422;check;Wk.3.5.1
2017-02-06 14:34:06;7783422;submit-real;Wk.3.5.1
2017-02-06 14:40:45;3347712;access;Wk.3.5.1
2017-02-06 14:41:31;3347712;check;Wk.3.5.1
2017-02-06 14:41:36;3347712;submit-real;Wk.3.5.1
2017-02-06 15:25:27;7783371;check;Wk.3.5.1
2017-02-06 15:25:36;7783371;submit-real;Wk.3.5.1
2017-02-06 15:49:01;3347237;access;Wk.3.5.1
2017-02-06 15:49:20;3347237;check;Wk.3.5.1
2017-02-06 15:49:24;3347237;submit-real;Wk.3.5.1
2017-02-06 16:04:14;3347774;access;Wk.3.5.1
2017-02-06 16:05:14;3347726;access;Wk.3.5.1
2017-02-06 16:08:06;3347743;access;Wk.3.5.1
2017-02-06 16:09:25;3347726;check;Wk.3.5.1
2017-02-06 16:09:42;3347726;submit-real;Wk.3.5.1
2017-02-06 16:13:09;3347743;check;Wk.3.5.1
2017-02-06 16:13:15;3347743;submit-real;Wk.3.5.1
2017-02-06 16:21:12;7783409;access;Wk.3.5.1
2017-02-06 16:21:39;3347674;access;Wk.3.5.1
2017-02-06 16:22:59;7783409;check;Wk.3.5.1
2017-02-06 16:23:08;7783409;submit-real;Wk.3.5.1
2017-02-06 16:27:33;3347674;check;Wk.3.5.1
2017-02-06 16:27:40;3347674;submit-real;Wk.3.5.1
2017-02-06 16:33:48;7783694;access;Wk.3.5.1
2017-02-06 16:33:51;3347774;check;Wk.3.5.1
2017-02-06 16:33:56;3347774;submit-real;Wk.3.5.1
2017-02-06 16:34:20;7783703;access;Wk.3.5.1
2017-02-06 16:34:23;7783703;check;Wk.3.5.1
2017-02-06 16:34:26;7783703;check;Wk.3.5.1
2017-02-06 16:34:30;7783703;submit-real;Wk.3.5.1
2017-02-06 16:38:51;3347763;access;Wk.3.5.1
2017-02-06 16:42:17;3347763;check;Wk.3.5.1
2017-02-06 16:42:28;3347763;submit-real;Wk.3.5.1
2017-02-06 16:50:29;7783694;check;Wk.3.5.1
2017-02-06 16:50:35;7783694;submit-real;Wk.3.5.1
2017-02-06 16:56:59;3347771;access;Wk.3.5.1
2017-02-06 16:59:00;3347771;check;Wk.3.5.1
2017-02-06 16:59:05;3347771;submit-real;Wk.3.5.1
2017-02-06 16:59:51;3347714;access;Wk.3.5.1
2017-02-06 17:00:26;3347714;check;Wk.3.5.1
2017-02-06 17:00:37;3347714;submit-real;Wk.3.5.1
2017-02-06 17:02:45;7783525;access;Wk.3.5.1
2017-02-06 17:02:50;7783525;check;Wk.3.5.1
2017-02-06 17:03:01;7783525;submit-real;Wk.3.5.1
